objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID
73,{3E92EA5F-EAF8-42A0-92C9-A28EEF7A0FB8},NA,NA,NA,NA,2021-03-22,NA,2205766.08,8926.43,AK,19080309,Tolovana River,12.9120454777,1.70749052936,CARI
80,{32520415-4BCA-418D-825F-D55F444F5DA8},NA,NA,NA,NA,2014-03-06,NA,1911998.74,7737.59,AK,19080402,Beaver Creek,8.34492192197,1.5166400596,CARI
