objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID
18,{B73F296E-E8DF-4580-87DD-319CE805AE0C},NA,NA,NA,NA,2017-04-24,NA,885922.96,3585.21,OK,11120303,Lower North Fork Red,4.31184376541,0.353604091933,OAES
19,{3C101715-B066-481E-986A-193C74D5071D},NA,NA,NA,NA,2017-04-24,NA,2053674.22,8310.93,OK,11130302,Upper Washita,6.92478613902,0.82310811974,OAES
