objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID,huc2
36,{4F9F6086-DFC1-4742-A90F-1FA16C351F1E},NA,NA,NA,NA,2012-06-11,NA,1395061.99,5645.62,"MI,WI",07070001,Upper Wisconsin,6.50685840081,0.652748205237,STEI,WBD_07_HU2
59,{72D05818-D701-43C2-86A2-892BD653A634},NA,NA,NA,NA,2012-06-11,NA,473225.16,1915.08,WI,07050003,South Fork Flambeau,3.48629641533,0.221600772684,STEI,WBD_07_HU2
