objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID,huc2
290,{56D24A68-86DC-436E-AEFD-1B3BFC1C5317},NA,NA,NA,NA,2020-06-04,NA,1659327.81,6715.07,"MT,WY",10070001,Yellowstone Headwaters,7.13631755869,0.762027641787,YELL,WBD_10_HU2
