objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID,huc2
56,{7D412C4B-DCFD-4F25-A576-F5CAAF6CD23B},NA,NA,NA,NA,2020-12-16,NA,1088611.67,4405.46,"ME,NH",01060002,Saco River,5.34933418548,0.493524179869,BART,WBD_01_HU2
