objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID
10,{BDEAC0BE-0CCC-4986-89BB-DD977BF7C240},NA,NA,NA,NA,2012-06-11,NA,407174.35,1647.78,TN,06010207,Lower Clinch,3.01041722785,0.164837692292,ORNL
