objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID
40,{34C547B3-6A17-457B-9FB8-9369B9D0CC58},NA,NA,NA,NA,2012-06-11,NA,929969.44,3763.46,AL,03160113,Lower Black Warrior,3.9387302756399998,0.362552763783,MAYF
100,{440C2A5D-A5C4-45C9-9038-018EE7C9153A},NA,NA,NA,NA,2017-07-21,NA,1167292.68,4723.87,AL,03150202,Cahaba,5.16467723481,0.455917456169,MAYF
