OBJECTID,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,Name,ReferenceG,States,HUC8,Shape_Leng,Shape_Area,neon_siteID,huc2
1,{B04AB9B0-79DC-4B26-9E8F-3AB25DFE2CB0},NA,NA,NA,NA,2016-10-11,0,3259475.8,13190.64,Hawaii,NA,HI,20010000,4.56965834726,1.13582973659,PUUM,20
