objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID
36,{4F9F6086-DFC1-4742-A90F-1FA16C351F1E},NA,NA,NA,NA,2012-06-11,NA,1395061.99,5645.62,"MI,WI",07070001,Upper Wisconsin,6.50685840081,0.652748205237,TREE
63,{E723A3A8-F7CA-4FF3-B49E-0B9D94695E7F},NA,NA,NA,NA,2012-06-11,NA,1740421.57,7043.24,WI,07070002,Lake Dubay,5.82700146143,0.80463724132,TREE
