objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID,huc2
13,{359804A2-DAFB-4E7E-8AAF-04941102352B},NA,NA,NA,NA,2020-11-16,NA,462352.73,1871.08,MA,01080204,Chicopee River,3.49005958165,0.204348795608,HOPB,WBD_01_HU2
