objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID,huc2
152,{22813ED7-5035-42DA-99C9-B91125A2F13E},NA,NA,NA,NA,2012-06-11,NA,627349.87,2538.8,CO,10190005,St. Vrain,2.92914148042,0.268070405403,COMO,WBD_10_HU2
