objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID
218,{BEDDC5F0-D5EE-419C-B80F-2B2DD5C9C23F},NA,NA,NA,NA,2020-06-04,NA,1381072.51,5589.01,"OR,WA",17070105,Middle Columbia-Hood,5.74506114169,0.645561160682,MART
