objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID
60,{14E223D4-E9B7-412D-88EF-6242F38DCB2F},NA,NA,NA,NA,2021-01-13,NA,520885.32,2107.95,UT,16020204,Jordan,2.71162434306,0.22450516601,REDB
