objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID,huc2
56,{4593E01E-AFBF-44DC-B5BE-26BFCCDD8EA0},NA,NA,NA,NA,2016-10-17,NA,1395615.16,5647.86,KS,10270102,Middle Kansas,4.76807508556,0.588974573211,KONZ,WBD_10_HU2
174,{FF1AB7A4-35E5-4086-8C8B-F37BC476C1F6},NA,NA,NA,NA,2012-06-11,NA,343390.78,1389.65,KS,10270101,Upper Kansas,2.65192590708,0.144538442763,KONZ,WBD_10_HU2
