objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID
5,{B5242072-BBC4-4173-A6A5-1031C75EC40D},NA,NA,NA,NA,2016-12-01,NA,754827.57,3054.68,"MI,WI",07050002,Flambeau,7.61530431135,0.354704520501,LIRO
36,{4F9F6086-DFC1-4742-A90F-1FA16C351F1E},NA,NA,NA,NA,2012-06-11,NA,1395061.99,5645.62,"MI,WI",07070001,Upper Wisconsin,6.50685840081,0.652748205237,LIRO
