objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID
3,{D9E92E07-709F-4314-86B0-1D7E465CFEF2},NA,NA,NA,NA,2020-11-03,NA,593239.81,2400.76,MD,02060006,Patuxent,4.52498572575,0.249125285734,SERC
43,{0E00BC38-2CE3-40CF-B0DA-9B89013F0894},NA,NA,NA,NA,2012-06-11,NA,235968.07,954.93,MD,02060004,Severn,4.10631141008,0.0990572302776,SERC
