objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID
52,{962BF639-7A2F-4EE8-ACEF-324806B5F9BD},NA,NA,NA,NA,2012-06-11,NA,773077.34,3128.54,UT,16020304,Rush-Tooele Valleys,3.53230812427,0.331726443354,ONAQ
53,{EBF570A6-022D-4EFA-897D-B9F17307A2FB},NA,NA,NA,NA,2012-06-11,NA,520568.61,2106.67,UT,16020305,Skull Valley,2.84541912025,0.223751694197,ONAQ
