objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID
183,{9C11D401-FD40-4156-9E16-B905AD2FFB5C},NA,NA,NA,NA,2012-06-11,NA,1182065.91,4783.66,"CO,KS,NE",10250001,Arikaree,6.0759565463,0.502202352065,ARIK
