objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID,huc2
109,{D47C99CD-7BEA-4844-849B-BEC7122D0760},NA,NA,NA,NA,2020-06-04,NA,1075114.66,4350.84,"VA,WV",05050002,Middle New,4.76178992981,0.442425883199,MLBS,WBD_05_HU2
