objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID,huc2
77,{31D20DF6-1B94-4ECD-8185-88ECB2F5CBD5},NA,NA,NA,NA,2017-06-27,NA,2501775.52,10124.34,AK,19080308,Nenana River,10.6911599347,1.84052010627,HEAL,WBD_19_HU2
