FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46003,134474.83707553617,158,134.47483707553616,m,TALL,WBD_03_HU2
46006,36091.96048464769,65,36.091960484647686,m,TALL,WBD_03_HU2
55800,2695.5332602847107,7,2.695533260284711,m,TALL,WBD_03_HU2
