FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46006,18347.418520406096,12,18.347418520406094,m,CUPE,WBD_21_HU2
46003,1329.7032324728643,2,1.3297032324728644,m,CUPE,WBD_21_HU2
