FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46006,37759.848160365786,42,37.759848160365785,m,TREE,WBD_07_HU2
55800,2169.2122088903584,11,2.1692122088903583,m,TREE,WBD_07_HU2
46003,2002.281164315572,2,2.002281164315572,m,TREE,WBD_07_HU2
