FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46007,436661.31183557597,1810,436.661311835576,m,TEAK,WBD_18_HU2
46003,203915.89916938927,934,203.91589916938926,m,TEAK,WBD_18_HU2
46006,181577.17664664998,872,181.57717664664997,m,TEAK,WBD_18_HU2
55800,20604.06465561064,213,20.60406465561064,m,TEAK,WBD_18_HU2
42807,8562.379836693066,2,8.562379836693067,m,TEAK,WBD_18_HU2
33400,183.08818986618513,5,0.18308818986618514,m,TEAK,WBD_18_HU2
