FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46003,62117.58094171076,95,62.117580941710756,m,BLAN,WBD_02_HU2
46006,48614.08035276934,68,48.61408035276934,m,BLAN,WBD_02_HU2
55800,25270.568443993416,99,25.270568443993415,m,BLAN,WBD_02_HU2
