FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46006,108012.91483272903,126,108.01291483272904,m,HEAL,WBD_19_HU2
55800,1308.9021139401195,5,1.3089021139401196,m,HEAL,WBD_19_HU2
