FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46003,99132.26796140832,180,99.13226796140832,m,PRIN,WBD_12_HU2
55800,3864.4926626453,70,3.8644926626453,m,PRIN,WBD_12_HU2
46006,654.3965880989899,2,0.6543965880989899,m,PRIN,WBD_12_HU2
