FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46003,738533.5566666943,2834,738.5335566666944,m,WREF,WBD_17_HU2
46006,171860.10883233594,745,171.86010883233595,m,WREF,WBD_17_HU2
46007,40714.415500529336,166,40.714415500529334,m,WREF,WBD_17_HU2
55800,14108.909112253734,139,14.108909112253734,m,WREF,WBD_17_HU2
