FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46006,16023.590874306894,29,16.023590874306894,m,HOPB,WBD_01_HU2
46003,6795.975815506736,19,6.795975815506735,m,HOPB,WBD_01_HU2
55800,804.3951775019522,11,0.8043951775019521,m,HOPB,WBD_01_HU2
