FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46006,49763.21493154906,92,49.76321493154906,m,OKSR,WBD_19_HU2
46003,39340.244647001986,34,39.34024464700199,m,OKSR,WBD_19_HU2
55800,18276.82328751747,79,18.27682328751747,m,OKSR,WBD_19_HU2
