FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46003,99456.53194707955,123,99.45653194707955,m,WOOD,WBD_10_HU2
55800,21180.281563588436,90,21.180281563588437,m,WOOD,WBD_10_HU2
33400,1266.9468098206207,8,1.2669468098206207,m,WOOD,WBD_10_HU2
