FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46003,221236.35319708154,576,221.23635319708154,m,ABBY,WBD_17_HU2
46006,130921.05962187912,373,130.92105962187912,m,ABBY,WBD_17_HU2
55800,2844.481740676777,41,2.844481740676777,m,ABBY,WBD_17_HU2
