FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
55800,90850.87735096614,170,90.85087735096614,m,LENO,WBD_03_HU2
46006,57028.52446148426,76,57.02852446148426,m,LENO,WBD_03_HU2
46003,33700.760172067996,53,33.700760172067994,m,LENO,WBD_03_HU2
