FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
33600,95853.86706622117,261,95.85386706622117,m,DSNY,WBD_03_HU2
55800,45822.9440496421,116,45.8229440496421,m,DSNY,WBD_03_HU2
46006,18982.18849898471,20,18.98218849898471,m,DSNY,WBD_03_HU2
46003,286.2452189091306,2,0.28624521890913057,m,DSNY,WBD_03_HU2
33400,23.103354925218547,1,0.023103354925218547,m,DSNY,WBD_03_HU2
