FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46006,145994.44885032452,345,145.99444885032452,m,BARR,WBD_19_HU2
56600,62094.952527018664,27,62.09495252701866,m,BARR,WBD_19_HU2
55800,50632.19649307933,163,50.632196493079334,m,BARR,WBD_19_HU2
