FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46003,100775.11459401085,108,100.77511459401086,m,MLBS,WBD_05_HU2
46006,31257.825513335567,52,31.25782551333557,m,MLBS,WBD_05_HU2
55800,1114.4194637450103,8,1.1144194637450102,m,MLBS,WBD_05_HU2
