FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46007,379883.9476175251,1795,379.8839476175251,m,SOAP,WBD_18_HU2
46003,211302.37647895093,1173,211.30237647895092,m,SOAP,WBD_18_HU2
46006,85741.40085220081,660,85.74140085220081,m,SOAP,WBD_18_HU2
55800,201.1341560831802,5,0.2011341560831802,m,SOAP,WBD_18_HU2
46000,74.14206072427864,1,0.07414206072427863,m,SOAP,WBD_18_HU2
33400,31.55487206908425,1,0.03155487206908425,m,SOAP,WBD_18_HU2
