FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46003,82860.42659053658,92,82.86042659053658,m,NOGP,WBD_10_HU2
55800,20212.86204581887,49,20.21286204581887,m,NOGP,WBD_10_HU2
