FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46006,72608.69737881729,68,72.6086973788173,m,DEJU,WBD_19_HU2
55800,23321.412300475,73,23.321412300475,m,DEJU,WBD_19_HU2
