FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46003,91370.68337815747,98,91.37068337815747,m,STER,WBD_10_HU2
55800,1658.9567526399082,17,1.6589567526399083,m,STER,WBD_10_HU2
