FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46007,488036.3228634062,743,488.0363228634062,m,SYCA,WBD_15_HU2
46003,29613.968891687677,68,29.613968891687676,m,SYCA,WBD_15_HU2
46006,11077.828841628178,26,11.077828841628177,m,SYCA,WBD_15_HU2
55800,686.3473036884973,12,0.6863473036884973,m,SYCA,WBD_15_HU2
