FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46007,20166.13031407822,30,20.166130314078217,m,REDB,WBD_16_HU2
46006,8875.926914984251,19,8.875926914984252,m,REDB,WBD_16_HU2
46003,6676.148162088549,10,6.676148162088549,m,REDB,WBD_16_HU2
