FCode,sum_length,n_segments,sum_length_km,check_m,siteID,huc2
46003,104058.92410894118,211,104.05892410894118,m,CPER,WBD_10_HU2
46007,93304.10093831555,190,93.30410093831554,m,CPER,WBD_10_HU2
55800,9074.66761314237,42,9.07466761314237,m,CPER,WBD_10_HU2
