OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area,area_m2
1935,26605685,2020-09-30,2,NA,NA,0.02073642,0,19080309006833,390,39004,0,0.0158602761333,3.96427066974e-6,20736.417678170546
1945,{77cfd251-4de0-4180-83b0-b46c19ce7a3e},2020-09-30,2,NA,NA,0.01672243,0,19080309012933,390,39004,0,0.00919908892513,3.19677752649e-6,16722.428424918733
1943,{3fcd7a7c-3470-41fc-b93b-a12a43df8f14},2020-09-30,2,NA,NA,0.01371015,0,19080309012867,390,39004,0,0.00815586738521,2.61940744713e-6,13710.152281726536
1950,{b3f6b3d0-2abf-4e6a-b157-c856ab2a6962},2020-09-30,2,NA,NA,0.01277717,0,19080309012942,390,39004,0,0.00919688172969,2.44329984065e-6,12777.171958690044
1957,{38b61744-3fc9-43e7-8f0f-47707f3710fd},2020-09-30,2,NA,NA,0.01178105,0,19080309012848,390,39004,0,0.00801377425777,2.25138427394e-6,11781.051881338237
1939,{c997e60b-c1c9-4c95-8a4d-7f66fe8520ef},2020-09-30,2,NA,NA,0.02671064,0,19080309012953,390,39004,0,0.0143278829589,5.10249982951e-6,11599.21909929061
1951,{4a1f9d75-b182-42a5-bc9a-5e69108ec728},2020-09-30,2,NA,NA,0.01147176,0,19080309012857,390,39004,0,0.0074170553704,2.19176627469e-6,11471.758047271029
1949,{66e4d1b7-e3f5-42e3-af23-b5ef91bf0543},2020-09-30,2,NA,NA,0.01035327,0,19080309012837,390,39004,0,0.00651595270972,1.97857065836e-6,10353.273426040687
1944,{3bcebcd8-25c5-44e4-b2e4-ef9b82de75f1},2020-09-30,2,NA,NA,0.01005085,0,19080309012911,390,39004,0,0.0111295123721,1.92167916514e-6,10050.84822369783
