OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area,area_m2
523,69886444,2003-02-07,2,01574513,Sparkling Lake,0.637,0,07050002001576,390,39004,1000000,0.0394706694131,7.39386668682e-5,636524.6359791532
1155,69886614,2003-02-07,2,01568389,Little Rock Lake,0.157,0,07050002001583,390,39004,500000,0.035302535345,1.82450613412e-5,157101.10354510954
1250,69886586,2003-02-07,2,NA,NA,0.032,0,07050002001579,390,39004,250000,0.00737797854797,3.74553990394e-6,32249.077758537373
1455,69886548,2003-02-07,2,NA,NA,0.019,0,07050002001569,390,39004,100000,0.00658152404366,2.26137773745e-6,19469.179238661483
