OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area,area_m2
15506,112643082,2010-03-29,2,00306062,Morris Lake,0.246,0,03080102003841,390,39004,500000,0.0211810987354,2.29166601488e-5,111303.52928499039
3345,125960907,2014-03-21,2,00287725,Newton Lake,0.11058416,0,03080103019290,390,39004,500000,0.0129423978873,1.03094395509e-5,110584.15929417592
10610,113631225,2019-04-16,2,NA,NA,0.10215067,0,NA,466,46600,100000,0.0124615436148,9.52395395182e-6,102150.66732224915
10425,125960497,2014-03-21,2,NA,NA,0.0993432,0,NA,466,46600,100000,0.015327905789,9.25871875011e-6,99343.19939517463
18016,{6E334A2B-FD35-443E-A55F-4363E1814C63},2014-03-21,2,NA,NA,0.09732835,0,NA,466,46600,100000,0.0142595894286,9.07087627712e-6,97328.37550583418
14144,125960555,2014-03-21,2,00292625,Twomile Pond,0.09249909,108,03080103019320,390,39009,500000,0.0117905477531,8.6232717623e-6,92499.10414342862
14459,125973130,2004-09-27,2,NA,NA,0.091,0,NA,466,46600,100000,0.0141787792655,8.43541534046e-6,90553.78751260461
9261,125960922,2014-03-21,2,00291255,Smith Lake,0.09022375,0,03080103019299,390,39004,500000,0.0133294767936,8.41052969785e-6,90223.75366434781
3334,125960869,2014-03-21,2,00281432,Deep Lake,0.08499608,0,03080103003218,390,39004,500000,0.0112025297494,7.92487639118e-6,84996.07688326435
4726,125960556,2014-03-21,2,00292625,Twomile Pond,0.08149665,108,03080103019321,390,39009,500000,0.0108124763777,7.59764386053e-6,81496.64555758308
11939,125973075,2014-03-21,2,NA,NA,0.08144308,0,NA,466,46600,100000,0.0212442850099,7.59256621738e-6,81443.07566644205
2425,125960911,2014-03-21,2,NA,NA,0.0790291,0,NA,466,46600,100000,0.0185809076682,7.36725086207e-6,79029.10417824378
3062,112664420,2020-05-28,2,00293413,Lake Winnott,0.64572218,0,03080102006400,390,39000,1000000,0.0499754871311,6.01645197555e-5,74582.2533412592
9960,125960936,2014-03-21,2,NA,NA,0.07021666,0,03080103003262,390,39004,250000,0.00976587648467,6.54527887867e-6,70216.66122991033
3118,125960648,2009-09-10,2,00293194,Lake Whitcomb,0.068,122,03080103003325,390,39009,250000,0.00947911711952,6.31227710041e-6,67740.17863202933
9729,125960457,2014-03-21,2,NA,NA,0.06757691,130,03080103003279,390,39009,250000,0.00951280956566,6.29889900074e-6,67576.91390658868
17924,{31503514-4EDD-42C4-9844-A3D93BEA3B56},2014-03-21,2,NA,NA,0.06598234,0,NA,466,46600,100000,0.019509363181,6.15123643486e-6,65982.33721918939
15443,112699180,2010-03-29,2,00306579,West Lake,0.217,0,03080102006419,390,39004,5000000,0.0232362463998,2.0253395988e-5,65730.0923924204
8989,125960433,2014-03-21,2,NA,NA,0.06261514,0,NA,466,46600,100000,0.011205884734,5.83776375e-6,62615.13342745195
3072,112663924,2009-11-04,2,NA,NA,0.062,0,03080102003706,466,46600,100000,0.0121990286645,5.78439262629e-6,62056.536663523875
13701,125961085,2014-03-21,2,NA,NA,0.06139837,0,NA,466,46600,100000,0.0186938816385,5.7211759638e-6,61398.37505619391
3120,112680784,2010-03-29,2,NA,NA,0.061,0,NA,466,46600,100000,0.025595337503,5.71006088723e-6,61281.13070182572
10426,125960589,2014-03-21,2,NA,NA,0.06056898,0,NA,466,46600,100000,0.0255770761817,5.64531044958e-6,60568.9844240197
6114,125960859,2014-03-21,2,NA,NA,0.06027226,0,03080103003210,390,39004,250000,0.00852937122704,5.61973494821e-6,60272.25904919114
6356,125960584,2014-03-21,2,NA,NA,0.05860838,103,03080103018908,390,39009,250000,0.0113826746264,5.46295155649e-6,58608.38120058365
8992,125960572,2004-09-27,2,NA,NA,0.056,0,03080103019240,390,39004,250000,0.0146384143007,5.19564753498e-6,55767.42845172591
17921,{02D85BD7-A8B7-40CB-A3BF-A90E3503684A},2014-03-21,2,NA,NA,0.05368985,0,NA,466,46600,100000,0.00818503659458,5.00576475906e-6,53689.84670621157
14598,125960812,2014-03-21,2,NA,NA,0.05211479,0,NA,466,46600,100000,0.010223925831,4.85984104849e-6,52114.785457542166
5173,113631229,2019-04-16,2,NA,NA,0.05042482,0,NA,466,46600,50000,0.0101458888106,4.70130983414e-6,50424.82115587703
17426,{E0894F2B-8729-4402-BB15-F6B299F535B9},2014-03-21,2,00298031,Fawlers Prairie,0.04596632,0,NA,466,46600,50000,0.00883174564278,4.28334860693e-6,45966.31873430405
3917,125973873,2014-03-21,2,NA,NA,0.04905397,0,03080103003231,436,43600,250000,0.00855168581309,4.57334719178e-6,45399.21825191565
14817,125960976,2004-09-27,2,00277647,Long Lake,0.045,0,03080103019311,390,39004,250000,0.00825056354593,4.1752609137e-6,44798.095190279186
7292,125960924,2014-03-21,2,NA,NA,0.04162656,0,NA,466,46600,50000,0.009883926373,3.88033809303e-6,41276.54494983936
14279,125973073,2014-03-21,2,NA,NA,0.0387598,0,NA,466,46600,50000,0.00900319442915,3.61334960786e-6,38759.802030665334
818,125961044,2014-03-21,2,NA,NA,0.03702689,0,03080103003203,390,39001,250000,0.0075321016473,3.45244466547e-6,37026.8872280363
12879,125973871,2014-03-21,2,NA,NA,0.03547172,0,03080103003227,390,39004,250000,0.00701349062997,3.30723766446e-6,35471.72232726356
3048,112665146,2009-11-04,2,NA,NA,0.04,0,03080102003740,466,46600,50000,0.00702482409795,3.68782887077e-6,35461.82008782544
17716,{C42AC396-6537-4C41-B67E-EF9E1CC5B2C5},2014-03-21,2,NA,NA,0.03434268,0,NA,466,46600,50000,0.00702837243539,3.20043758017e-6,34342.68089137878
